,MARGINALPDBC_1,MARGINALPDBC_2,MARGINALPDBCPT_1,MARGINALPDBCPT_2,Demanda no servida sobre marginal_ES,Total Compras_ES,Total Ventas_ES,Total Contratos Bilaterales_ES,Demanda no servida sobre marginal_PT,Total Compras_PT,Total Ventas_PT,Total Contratos Bilaterales_PT,Demanda no servida sobre marginal_MI,Total Compras_MI,Total Ventas_MI,Total Contratos Bilaterales_MI
2018-08-29 06:00:00,66.9,66.9,66.9,66.9,,"18.918,9","15.858,7",,,"4.466,6","5.777,2",,,"23.385,5","21.635,9",
2018-08-29 07:00:00,71.95,71.95,71.95,71.95,,"20.234,8","18.092,4",,,"4.564,4","6.757,6",,,"24.799,2","24.850,0",
2018-08-29 08:00:00,73.49,73.66,73.49,73.66,,"21.182,5","19.502,3",,,"4.807,5","8.057,5",,,"25.990,0","27.559,8",
2018-08-29 09:00:00,73.77,76.58,73.77,76.58,,"22.852,1","20.954,7",,,"5.401,8","8.651,8",,,"28.253,9","29.606,5",
2018-08-29 10:00:00,74.23,75.01,74.23,75.01,,"24.247,5","22.897,5",,,"5.821,7","9.071,7",,,"30.069,2","31.969,2",
2018-08-29 11:00:00,75.0,75.0,75.0,75.0,,"25.180,6","23.994,3",,,"6.020,2","9.156,5",,,"31.200,8","33.150,8",
2018-08-29 12:00:00,75.0,75.0,75.0,75.0,,"25.839,3","24.250,4",,,"6.153,9","8.973,3",,,"31.993,2","33.223,7",
2018-08-29 13:00:00,75.18,75.18,75.18,75.18,,"26.582,4","24.549,1",,,"6.164,0","9.005,2",,,"32.746,4","33.554,3",
2018-08-29 14:00:00,74.01,74.01,74.01,74.01,,"26.674,5","24.827,1",,,"6.131,9","8.255,2",,,"32.806,4","33.082,3",
2018-08-29 15:00:00,72.5,72.5,72.5,72.5,,"26.669,5","24.980,4",,,"6.226,3","7.510,2",,,"32.895,8","32.490,6",
2018-08-29 16:00:00,72.53,72.53,72.53,72.53,,"26.523,1","25.455,7",,,"6.218,6","7.661,3",,,"32.741,7","33.117,0",
2018-08-29 17:00:00,72.19,72.19,72.19,72.19,,"26.226,3","25.236,3",,,"6.236,0","7.670,9",,,"32.462,3","32.907,2",
2018-08-29 18:00:00,72.63,72.63,72.63,72.63,,"25.275,6","25.586,7",,,"6.088,0","8.026,9",,,"31.363,6","33.613,6",
2018-08-29 19:00:00,72.01,72.01,72.01,72.01,,"24.570,5","24.699,4",,,"6.014,5","8.135,6",,,"30.585,0","32.835,0",
2018-08-29 20:00:00,72.4,72.4,72.4,72.4,,"24.478,9","24.575,4",,,"6.098,6","8.252,1",,,"30.577,5","32.827,5",
2018-08-29 21:00:00,70.74,70.74,70.74,70.74,,"25.630,4","23.465,1",,,"6.362,7","7.853,7",,,"31.993,1","31.318,8",
2018-08-29 22:00:00,69.84,69.84,69.84,69.84,,"24.650,3","22.744,6",,,"6.232,4","7.581,7",,,"30.882,7","30.326,3",
2018-08-29 23:00:00,64.69,64.69,64.69,64.69,,"23.007,9","20.628,8",,,"5.950,8","7.005,3",,,"28.958,7","27.634,1",
2018-08-30 00:00:00,65.14,65.14,65.14,65.14,,"21.293,6","18.212,3",,,"5.571,6","6.252,9",,,"26.865,2","24.465,2",
2018-08-30 01:00:00,61.21,61.21,61.21,61.21,,"19.435,0","16.607,3",,,"5.188,7","5.616,4",,,"24.623,7","22.223,7",
2018-08-30 02:00:00,59.59,59.59,59.59,59.59,,"18.670,6","15.803,4",,,"4.919,9","5.387,1",,,"23.590,5","21.190,5",
2018-08-30 03:00:00,58.5,58.5,58.5,58.5,,"18.177,2","15.141,3",,,"4.743,2","5.379,1",,,"22.920,4","20.520,4",
2018-08-30 04:00:00,57.99,57.99,57.99,57.99,,"17.875,0","14.732,7",,,"4.653,9","5.396,2",,,"22.528,9","20.128,9",
2018-08-30 05:00:00,59.12,59.12,59.12,59.12,,"17.853,2","14.693,8",,,"4.618,9","5.378,3",,,"22.472,1","20.072,1",
2018-08-30 06:00:00,64.15,64.15,64.15,64.15,,"18.487,9","16.202,3",,,"4.595,5","5.719,5",,,"23.083,4","21.921,8",
2018-08-30 07:00:00,71.34,71.34,71.34,71.34,,"19.357,6","18.949,7",,,"4.686,6","6.631,8",,,"24.044,2","25.581,5",
2018-08-30 08:00:00,73.77,74.01,73.77,74.01,,"20.695,1","19.645,1",,,"4.947,1","8.197,1",,,"25.642,2","27.842,2",
2018-08-30 09:00:00,74.23,76.75,74.23,76.75,,"22.245,8","20.938,6",,,"5.551,1","8.801,1",,,"27.796,9","29.739,7",
2018-08-30 10:00:00,75.17,75.43,75.17,75.43,,"23.536,0","22.153,4",,,"5.794,9","9.044,9",,,"29.330,9","31.198,3",
2018-08-30 11:00:00,74.52,74.52,74.52,74.52,,"24.556,4","23.280,4",,,"6.135,1","8.621,3",,,"30.691,5","31.901,7",
2018-08-30 12:00:00,74.23,74.23,74.23,74.23,,"25.496,1","23.544,9",,,"6.278,0","8.449,3",,,"31.774,1","31.994,2",
2018-08-30 13:00:00,74.96,74.96,74.96,74.96,,"26.090,2","23.689,4",,,"6.298,3","8.351,2",,,"32.388,5","32.040,6",
2018-08-30 14:00:00,73.77,73.77,73.77,73.77,,"25.976,4","23.637,3",,,"6.276,5","7.707,2",,,"32.252,9","31.344,5",
2018-08-30 15:00:00,73.77,73.77,73.77,73.77,,"25.472,6","23.865,1",,,"6.387,0","7.632,3",,,"31.859,6","31.497,4",
2018-08-30 16:00:00,72.93,72.93,72.93,72.93,,"25.279,4","24.105,5",,,"6.401,2","7.312,8",,,"31.680,6","31.418,3",
2018-08-30 17:00:00,72.13,72.13,72.13,72.13,,"25.120,3","23.839,9",,,"6.399,2","7.129,5",,,"31.519,5","30.969,4",
2018-08-30 18:00:00,73.66,73.66,73.66,73.66,,"24.243,9","23.792,2",,,"6.267,1","7.871,4",,,"30.511,0","31.663,6",
2018-08-30 19:00:00,73.77,73.77,73.77,73.77,,"23.438,1","23.605,4",,,"6.211,7","8.294,4",,,"29.649,8","31.899,8",
2018-08-30 20:00:00,73.69,73.69,73.69,73.69,,"23.801,1","23.375,3",,,"6.284,9","8.031,2",,,"30.086,0","31.406,5",
2018-08-30 21:00:00,73.34,73.34,73.34,73.34,,"24.848,5","23.433,8",,,"6.541,6","7.735,7",,,"31.390,1","31.169,5",
2018-08-30 22:00:00,71.59,71.59,71.59,71.59,,"23.405,9","23.283,9",,,"6.390,7","7.241,3",,,"29.796,6","30.525,2",
2018-08-30 23:00:00,66.19,66.19,66.19,66.19,,"22.129,2","21.337,6",,,"6.145,1","6.356,1",,,"28.274,3","27.693,7",
2018-08-31 00:00:00,64.69,64.69,64.69,64.69,,"21.138,4","18.881,0",,,"5.601,0","5.458,4",,,"26.739,4","24.339,4",
2018-08-31 01:00:00,61.0,61.0,61.0,61.0,,"19.706,0","17.696,7",,,"5.211,4","4.820,7",,,"24.917,4","22.517,4",
2018-08-31 02:00:00,59.29,59.29,59.29,59.29,,"18.689,7","16.643,0",,,"4.944,5","4.591,2",,,"23.634,2","21.234,2",
2018-08-31 03:00:00,57.82,57.82,57.82,57.82,,"18.023,7","15.795,9",,,"4.774,7","4.602,5",,,"22.798,4","20.398,4",
2018-08-31 04:00:00,57.82,57.82,57.82,57.82,,"17.559,5","15.142,2",,,"4.698,5","4.715,8",,,"22.258,0","19.858,0",
2018-08-31 05:00:00,57.82,57.82,57.82,57.82,,"17.656,2","15.139,6",,,"4.635,3","4.751,9",,,"22.291,5","19.891,5",
2018-08-31 06:00:00,64.15,64.15,64.15,64.15,,"18.720,2","16.533,0",,,"4.623,8","5.211,3",,,"23.344,0","21.744,3",
2018-08-31 07:00:00,72.18,72.18,72.18,72.18,,"19.862,5","19.655,6",,,"4.767,4","6.227,2",,,"24.629,9","25.882,8",
2018-08-31 08:00:00,73.51,73.51,73.51,73.51,,"21.111,7","20.000,7",,,"5.067,3","7.497,4",,,"26.179,0","27.498,1",
2018-08-31 09:00:00,74.4,74.4,74.4,74.4,,"22.779,4","21.056,7",,,"5.662,3","8.541,4",,,"28.441,7","29.598,1",
2018-08-31 10:00:00,73.66,73.66,73.66,73.66,,"24.235,8","22.325,1",,,"6.048,0","7.952,5",,,"30.283,8","30.277,6",
2018-08-31 11:00:00,73.49,73.49,73.49,73.49,,"25.397,1","23.633,0",,,"6.194,8","7.857,4",,,"31.591,9","31.490,4",
2018-08-31 12:00:00,72.5,72.5,72.5,72.5,,"26.225,8","23.564,8",,,"6.384,1","7.382,3",,,"32.609,9","30.947,1",
2018-08-31 13:00:00,72.47,72.47,72.47,72.47,,"27.031,9","23.688,2",,,"6.397,3","7.241,0",,,"33.429,2","30.929,2",
2018-08-31 14:00:00,72.45,72.45,72.45,72.45,,"27.264,7","24.201,2",,,"6.423,5","6.987,0",,,"33.688,2","31.188,2",
2018-08-31 15:00:00,71.29,71.29,71.29,71.29,,"26.843,9","24.206,8",,,"6.588,8","6.725,9",,,"33.432,7","30.932,7",
2018-08-31 16:00:00,70.5,70.5,70.5,70.5,,"26.397,4","23.836,4",,,"6.573,6","6.634,6",,,"32.971,0","30.471,0",
2018-08-31 17:00:00,70.27,70.27,70.27,70.27,,"25.868,1","23.644,1",,,"6.469,8","6.597,4",,,"32.337,9","30.241,5",
2018-08-31 18:00:00,72.17,72.17,72.17,72.17,,"24.837,5","24.544,6",,,"6.446,8","6.819,2",,,"31.284,3","31.363,8",
2018-08-31 19:00:00,72.19,72.19,72.19,72.19,,"24.127,9","24.141,8",,,"6.357,2","7.251,3",,,"30.485,1","31.393,1",
2018-08-31 20:00:00,73.31,73.31,73.31,73.31,,"24.095,4","24.097,9",,,"6.406,8","7.420,4",,,"30.502,2","31.518,3",
